Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Aruba,ABW,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,0,0,0,0,0,0,0,0,0,0,0.316364,0.330364,0.344364,0.358364,0.372364,0.386364,0.381273,0.376182,0.371091,0.366,0.360909,0.410545,0.460182,0.509818,0.559455,0.609091,0.6,1.0996,1.0975,1.0954,13.7427,13.9432,14.1436,14.3441,14.5446,14.7451,14.9634,15.1816,15.3998,15.618,15.7891,16.0452,16.3014,16.4523,16.6032,16.7542,16.7476,16.741,16.7347,16.7281,16.7396,16.7338,16.7243,16.7167,16.7491,16.7442,16.7465,16.7627,17.017,17.0032,16.9896,0,0
Aruba,ABW,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15535,0,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0,0,0,0,0,0,0.0086061,0.00586889,0.00815085,0.0126333,0.245537,0.267758,0.402246,0.554547,0.669572,0.859028,0.994155,1.13599,1.02697,1.03529,1.05057,1.01451,0.976641,1.00327,1.04893,1.11274,1.17852,1.28724,1.41028,1.48827,2.28569,2.32927,2.38237,2.3378,2.38619,2.52292,2.55099,2.52776,2.70462,2.49818,2.42567,2.39684,3.0443,2.84901,2.85451,2.71752,2.80016,2.79522,2.55487,2.95354,3.48809,3.01666,3.24161,2.82868,2.68197,3.38481,2.91547,0,0,0,0,0,0
Aruba,ABW,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,0,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,254.273,0,0
Aruba,ABW,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581818,0.0568708,0.0627897,0.0694042,0.067459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,Arable land (% of land area),AG.LND.ARBL.ZS,0,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,0
Aruba,ABW,Agricultural land (% of land area),AG.LND.AGRI.ZS,0,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,0
Afghanistan,AFG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6935,25.4173,28.1411,30.8648,33.5886,36.3124,39.0362,41.7599,44.4837,47.2075,49.9312,52.655,55.3788,54.2549,53.131,52.0071,50.8812,49.7568,48.6324,47.508,46.3836,45.2592,44.1347,43.0159,43.0159,43.0159,43.0159,43.0159,43.0159,43.0159,43.0159,43.0159,43.0159,43.0159,43.0159,43.0159,43.0159,43.0159,43.0159,43.0159,43.0159,43.0159,43.0159,43.0159,43.0159,43.0159,0,0
Afghanistan,AFG,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05929,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,AFG,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,8.03183,7.55813,7.5852,7.65894,7.55481,7.20927,8.04307,20.2857,28.4431,13.9641,12.9386,23.2108,19.6172,20.3579,20.8413,22.4138,15.1292,21.4724,13.9219,17.1849,10.625,15.342,18.8482,24.4186,32.9016,33.9603,38.273,12.5587,15.3453,17.3052,13.6274,14.1862,25.3869,25.8847,25.9511,25.8157,26.1041,25.669,25.1451,29.5149,29.0503,25.8048,49.6712,34.497,20.1198,20.1238,17.0119,13.052,6.76599,4.52263,3.12985,2.51246,2.94764,3.49033,3.47449,3.5339,4.31704,0,0,0,0,0,0
Afghanistan,AFG,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,0,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,0,0
Afghanistan,AFG,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66212,4.61762,7.26428,5.49989,5.83907,6.08547,5.93976,5.77856,4.84228,5.0004,5.39101,5.465,5.51833,5.74255,5.71089,6.48114,5.9905,5.12234,6.00631,6.50693,6.50693,0
Afghanistan,AFG,Arable land (% of land area),AG.LND.ARBL.ZS,0,11.729,11.8057,11.8823,11.959,11.959,12.0126,12.0264,12.0264,12.051,12.0663,12.1123,12.1276,12.1276,12.1276,12.1276,12.1276,12.1276,12.1276,12.1276,12.1276,12.1276,12.1276,12.1276,12.1276,12.1276,12.1276,12.1276,12.1276,12.1276,12.1276,12.1276,12.1276,11.9958,11.8103,11.7336,11.7244,11.7827,11.893,11.7336,11.7796,11.7796,11.7719,11.916,11.9835,11.9666,11.9498,11.9498,11.9498,11.9482,11.9482,11.9452,11.9436,11.936,11.9145,11.9053,11.8501,11.8041,11.9498,11.9406,12.0034,12.0034,0
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,0,57.8784,57.955,58.0317,58.116,58.1237,58.1927,58.2295,58.231,58.2555,58.2709,58.3169,58.3352,58.3371,58.3388,58.3388,58.3383,58.3383,58.3383,58.3368,58.3368,58.3429,58.3444,58.3444,58.3444,58.3444,58.3444,58.3307,58.323,58.323,58.323,58.3077,58.3077,58.1605,57.9749,57.8983,57.8891,57.9473,58.0593,57.8998,57.9458,57.9473,57.9397,58.0838,58.1513,58.1344,58.1237,58.1298,58.1329,58.1329,58.1344,58.1313,58.1298,58.1237,58.1237,58.1237,58.1237,58.1237,58.277,58.277,58.7415,58.7415,0
Angola,AGO,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,0,0,0,0,0,0,0,0,0,0,0.316364,0.330364,0.344364,0.358364,0.372364,0.386364,0.381273,0.376182,0.371091,0.366,0.360909,0.410545,0.460182,0.509818,0.559455,0.609091,0.6,0.324324,0.332661,0.340998,0.349335,0.357672,0.366008,0.374345,0.382682,0.391019,0.399356,0.407692,0.416029,0.424366,0.432703,0.441527,0.450351,0.459176,0.468,0.476824,0.476824,0.476824,0.476824,0.476824,0.476824,0.476824,0.476824,0.476824,0.476824,0.476824,0.476824,0.476824,0.476824,0.476824,0.476824,0,0
Angola,AGO,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01176,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,AGO,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0,0,0,0,0,0,0.0086061,0.00586889,0.00815085,0.0126333,2.35415,2.47312,2.44101,2.55447,2.7088,2.82392,3.34821,3.83817,2.50678,2.46502,2.74348,3.26389,3.70662,3.87097,4.39239,4.68019,5.27144,5.10719,5.86133,6.36896,15.9888,16.6222,16.7519,15.1994,14.5255,9.72878,9.1916,9.09716,9.54646,8.29061,8.77471,7.66917,8.50787,6.75982,7.47087,6.86681,6.41815,6.79074,5.07356,4.75427,4.80707,4.76735,4.70346,2.33517,1.67308,4.09878,4.22518,0,0,0,0,0,0
Angola,AGO,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,0,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,0,0
Angola,AGO,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581818,0.0568708,0.0627897,0.0694042,0.067459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,AGO,Arable land (% of land area),AG.LND.ARBL.ZS,0,2.14165,2.16572,2.18176,2.20582,2.22187,2.24593,2.26999,2.29406,2.32614,2.32614,2.32614,2.32614,2.32614,2.32614,2.32614,2.32614,2.32614,2.32614,2.32614,2.32614,2.32614,2.32614,2.32614,2.32614,2.32614,2.32614,2.32614,2.32614,2.32614,2.32614,2.36625,2.40635,2.40635,2.40635,2.40635,2.40635,2.40635,2.40635,2.40635,2.40635,2.40635,2.48656,2.64699,2.64699,2.64699,2.64699,2.7272,2.7272,3.20847,3.36889,3.76995,3.76995,3.88626,4.01861,4.11085,4.28892,4.29293,4.29694,4.30176,4.30577,4.30978,0
Angola,AGO,Agricultural land (% of land area),AG.LND.AGRI.ZS,0,36.2373,36.2437,36.2413,36.2477,36.2453,36.2517,36.2573,36.2637,36.2774,36.2597,36.2413,36.2236,36.2052,36.1875,36.1699,35.991,35.9734,35.9549,35.9293,35.9068,35.8771,35.8587,35.837,35.8146,35.7969,35.7303,35.7127,35.695,35.6766,35.6589,35.6806,35.7031,35.7023,35.7023,35.6862,35.6517,35.6541,35.7047,35.748,35.7127,35.6261,35.6445,35.6934,35.5418,35.44,35.4031,35.4897,35.4496,35.7985,35.975,36.3488,36.3383,36.4867,36.6359,36.7282,36.7562,36.7145,36.7306,36.7987,36.8108,36.8148,0
Albania,ALB,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,0,0,0,0,0,0,0,0,0,0,9.82378,9.90206,9.97034,10.0386,10.1069,22.1704,23.385,24.1503,24.9156,25.6714,60.898,64.3903,67.8825,71.3187,74.7548,78.191,81.5542,84.5881,87.7261,90.8641,4.46097,4.43041,4.39985,4.36929,4.33874,4.30818,4.81294,5.3177,5.82245,6.32721,6.83197,6.50729,6.1826,5.85792,5.53323,5.20855,4.73019,4.63844,4.54669,4.45494,4.3632,4.27145,4.1797,4.08796,3.99621,3.42007,4.05948,4.05576,3.56134,4.20446,2.92193,0,0
Albania,ALB,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26958,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,ALB,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.16667,3.69775,3.42262,4.0493,4.18182,3.87858,4.02299,4.78796,4.77327,5.19774,4.9951,5.56024,4.93827,6.93001,9.87342,12.0511,13.5556,12.2436,10.4461,9.32818,14.9645,10.989,11.8414,12.7823,13.3552,12.3313,13.0633,6.05911,4.85485,4.97959,7.69767,6.69161,8.84009,7.61744,4.62659,2.63272,2.23371,2.4777,1.8335,0.987744,0.694069,0.455528,0.684507,0.62455,0.769301,0.54059,0.543259,0.782062,0.351751,0.424421,0.560459,0.582063,0.640524,0.688998,1.12398,1.22957,3.27278,0,0,0,0,0,0
Albania,ALB,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,0,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,0,0
Albania,ALB,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99666,4.06744,2.64214,2.61923,3.66702,4.47228,17.4263,9.99153,16.8151,17.0232,17.0108,17.0399,17.288,12.7566,13.4548,14.3014,14.5621,14.9904,15.247,15.6149,16.5445,0
Albania,ALB,Arable land (% of land area),AG.LND.ARBL.ZS,0,15.7664,15.9124,16.0584,16.1679,16.7883,17.3358,17.8102,18.2482,18.6131,19.0146,19.3431,19.708,20,20.3285,20.5474,20.9854,21.1679,21.2774,21.2774,21.3504,21.4599,21.4964,21.4964,21.4964,21.4964,21.4964,21.5328,21.5328,21.2409,21.1314,21.0949,21.0949,21.0584,21.0584,21.0584,21.0584,21.0949,21.0584,21.0584,21.0949,21.0949,21.0949,21.0949,21.0949,19.635,21.3139,21.0949,22.2628,22.2263,22.8467,22.7007,22.5949,22.5219,22.4672,22.4489,22.6387,22.3358,22.3119,22.2628,21.8832,21.8942,0
Albania,ALB,Agricultural land (% of land area),AG.LND.AGRI.ZS,0,44.9635,44.9635,45,44.8905,45.146,45.2555,45.4015,45.2555,45.073,44.8905,43.7956,42.8467,41.8248,40.9489,39.4161,39.2336,40.4745,40.6569,40.7664,40.8029,40.7299,40.6569,40.5109,40.6204,40.5839,40.5474,40.5474,40.7664,40.5109,40.9124,41.1314,41.1314,41.0949,41.0949,41.1314,41.2774,41.4234,41.5693,41.7883,41.7518,41.5693,41.6058,40.9124,40.9489,39.3066,40.8759,40.8394,43.1022,43.8431,43.8431,43.8321,43.8431,43.3321,42.8573,42.8577,43.1277,42.857,42.8497,42.8467,42.5385,41.4719,0
United Arab Emirates,ARE,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,0,0,0,0,0,0,0,0,0,0,9.82378,9.90206,9.97034,10.0386,10.1069,22.1704,23.385,24.1503,24.9156,25.6714,600,653.689,707.378,761.067,814.756,868.444,922.133,975.822,1029.51,1083.2,1028.22,1052.31,1076.4,1100.49,1124.58,1148.67,1254.81,1360.96,1467.11,1573.25,1555.87,1527.93,1499.99,1472.05,1669.36,1866.67,1849.64,1832.61,1815.58,1798.55,1781.52,1764.48,1747.45,1730.42,1713.39,1696.36,1679.33,1630,1667.33,1628.67,1587.33,0,0
United Arab Emirates,ARE,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44339,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,ARE,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,7.94534,8.17298,8.56978,9.19105,8.53204,9.17193,7.35861,95.2,92.6254,5.52081,2.886,5.22763,5.58161,5.32743,5.73569,4.89791,4.25414,2.87416,2.85574,19.6033,23.7977,30.2756,31.6957,30.2449,31.7815,36.9005,46.8675,52.7218,52.8886,57.0496,55.4617,59.8824,57.0586,57.3267,60.4795,61.8251,71.6035,65.3172,66.7276,66.3087,71.4228,64.3877,70.9183,69.8087,70.1391,67.3292,68.0294,69.3831,69.072,72.2505,71.8355,78.3294,75.5227,74.1567,72.592,69.1956,67.6941,0,0,0,0,0,0
United Arab Emirates,ARE,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,0,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0,0
